P0,"     
        Relationship Between Serum Urate Concentration and Clinically Evident Incident Gout: An Individual Participant Data Analysis
       
      Tuhina Neogi, MD…
     
      Emergency Medicine Journal
      
    "
P0,"     
        Mortality in Patients with Giant Cell Arteritis: A Cohort Study in UK Primary Care
       
      Tuhina Neogi, MD…
     
      Arthritis Care &amp; Research
      
    "
P0,"     
        Deep learning risk assessment models for predicting progression of radiographic medial joint space loss over a 48-MONTH follow-up period.
       
      Guan, B., Liu, F., Haj-Mirzaian, A., Demehri, S., Samsonov, A., Neogi, T., Guermazi, A., Kijowski, R…
     
      Osteoarthritis and cartilage
      2020 Feb 10
    "
P0,"     
        Flare-ups of osteoarthritis: what do they mean in the short-term and the long-term?
       
      Thomas, M. J., Neogi, T.…
     
      Osteoarthritis and cartilage
      2020 Jan 29
    "
P0,"     
        A tale of two TrkA inhibitor trials: same target, divergent results.
       
      Walsh, D. A., Neogi, T.…
     
      Osteoarthritis and cartilage
      2019 Jul 30
    "
P0,"
        1
       mention   
        Thiazide diuretics and risk of knee replacement surgery among patients with knee osteoarthritis: a general population-based cohort study.
       
      Wei, J., Neogi, T., Terkeltaub, R., Fenves, A. Z., Zeng, C., Misra, D., Choi, H. K., Lei, G., Zhang,…
     
      Osteoarthritis and cartilage
      2019 Jun 11
    "
P0,"  
        Cause-Specific\xa0Mortality\xa0in Gout: Novel Findings of Elevated Risk of Non-Cardiovascular Related Deaths.
       
      Vargas-Santos, A. B.,Neogi, T.,da Rocha Castelar-Pinheiro, G.,Kapetanovic, M. C.,Turkiewicz, A.…
     
      
      2019 Jun 07
    "
P0,"  
        Acute Flares of Knee Osteoarthritis (the ACT-FLARE Study): Protocol for a Web-Based Case-Crossover Study in Community-Dwelling Adults.
       
      Thomas, M. J.,Rathod-Mistry, T.,Harper, S.,Parry, E. L.,Pope, C.,Neogi, T.,Peat, G.…
     
      JMIR Res Protoc
      2019 Apr 23
    "
P0,"  
        Effect of Dietary and Supplemental Omega-3 Polyunsaturated Fatty Acids on Risk of Recurrent Gout Flares.
       
      Zhang, M.,Zhang, Y.,Terkeltaub, R.,Chen, C.,Neogi, T.…
     
      
      2019 Mar 26
    "
P0,"  
        The association of frontal plane alignment to MRI-defined worsening of patellofemoral osteoarthritis: the MOST study.
       
      Macri, E. M., Felson, D. T., Ziegler, M. L., Cooke, T. D., Guermazi, A., Roemer, F. W., Neogi, T., T…
     
      Osteoarthritis and cartilage
      2018 Dec 1
    "
P0,"  
        Acute flares of knee osteoarthritis in primary care: a feasibility and pilot case-crossover study.
       
      Thomas, M. J.,Butler-Walley, S.,Rathod-Mistry, T.,Mayson, Z.,Parry, E. L.,Pope, C.,Neogi, T.,Peat, G…
     
      Pilot Feasibility Stud
      2018 Nov 10
    "
P0,"  
        Proposed study designs for approval based on a surrogate endpoint and a post-marketing confirmatory study under FDA's accelerated approval regulations for disease modifying osteoarthritis drugs.
       
      Kraus, V. B.,Simon, L. S.,Katz, J. N.,Neogi, T.,Hunter, D.,Guermazi, A.,Karsdal, M. A.…
     
      Osteoarthr. Cartil.
      2018 Nov 23
    "
P0,"  
        Urate and Osteoarthritis: Evidence For a Reciprocal Relationship.
       
      Neogi, T.,Krasnokutsky, S.,Pillinger, M. H.…
     
      Joint Bone Spine
      2018 Nov 25
    "
P0,"
        17
       mentions   
        Patient education and engagement in treat-to-target gout care.
       
      Neogi, T., Dalbeth, N.…
     
      Lancet (London, England)
      2018 Oct 23
    "
P0,"  
        Meniscal body extrusion and cartilage coverage in middle-aged and elderly without radiographic knee osteoarthritis.
       
      Svensson, F.,Felson, D. T.,Zhang, F.,Guermazi, A.,Roemer, F. W.,Niu, J.,Aliabadi, P.,Neogi, T.,Englu…
     
      Eur Radiol
      2018 Oct 04
    "
P0,"  
        Association of Chronic Kidney Disease With Allopurinol Use in Gout Treatment.
       
      Vargas-Santos, A. B.,Peloquin, C. E.,Zhang, Y.,Neogi, T.…
     
      JAMA Intern Med
      2018 Oct 12
    "
P0,"  
        Genome-wide meta-analysis of 158,000 individuals of European ancestry identifies three loci associated with chronic back pain.
       
      Suri, P.,Palmer, M. R.,Tsepilov, Y. A.,Freidin, M. B.,Boer, C. G.,Yau, M. S.,Evans, D. S.,Gelemanovi…
     
      PLoS Genet.
      2018 Sep 28
    "
P0,"  
        Response to: 'Association between use of non-steroidal anti-inflammatory drugs and risk of myocardial infarction in patients with spondyloarthritis and osteoarthritis'.
       
      Dubreuil, M., Louie-Gao, Q., Peloquin, C., Choi, H. K., Zhang, Y., Neogi, T.…
     
      Annals of the rheumatic diseases
      2018 Jun 18
    "
